towerName,rotationAngle,towerImageName,unitName,unitSvgOnTower,unitHoverSvg,unitType,directionThumbnail,towerMinimap
Tower L,0,tow-l-ang-0.jpg,L-1003,58 52,,2BHK-type 1-1,tow-l-ang-0-tb.png,tow-l-ang-0-mm.png
Tower L,0,tow-l-ang-0.jpg,L-1303,58 40,,2BHK-type 1-1,tow-l-ang-0-tb.png,tow-l-ang-0-mm.png
Tower L,0,tow-l-ang-0.jpg,L-1403,58 36,,2BHK-type 1-1,tow-l-ang-0-tb.png,tow-l-ang-0-mm.png
Tower L,0,tow-l-ang-0.jpg,L-1503,58 31,,2BHK-type 1-1,tow-l-ang-0-tb.png,tow-l-ang-0-mm.png
Tower L,0,tow-l-ang-0.jpg,L-1603,58 27,,2BHK-type 1-1,tow-l-ang-0-tb.png,tow-l-ang-0-mm.png
Tower L,0,tow-l-ang-0.jpg,L-1703,58 22,,2BHK-type 1-1,tow-l-ang-0-tb.png,tow-l-ang-0-mm.png
Tower L,180,tow-l-ang-180.jpg,L-0001,54 86,,2BHK-type 1-1,tow-l-ang-180-tb.png,tow-l-ang-180-mm.png
Tower L,180,tow-l-ang-180.jpg,L-0101,59 84,,2BHK-type 1-1,tow-l-ang-180-tb.png,tow-l-ang-180-mm.png
Tower L,180,tow-l-ang-180.jpg,L-0201,59 80,,2BHK-type 1-1,tow-l-ang-180-tb.png,tow-l-ang-180-mm.png
Tower L,180,tow-l-ang-180.jpg,L-0301,59 76,,2BHK-type 1-1,tow-l-ang-180-tb.png,tow-l-ang-180-mm.png
Tower L,180,tow-l-ang-180.jpg,L-0401,59 73,,2BHK-type 1-1,tow-l-ang-180-tb.png,tow-l-ang-180-mm.png
Tower L,180,tow-l-ang-180.jpg,L-0501,59 70,,2BHK-type 1-1,tow-l-ang-180-tb.png,tow-l-ang-180-mm.png
Tower L,180,tow-l-ang-180.jpg,L-0601,59 66,,2BHK-type 1-1,tow-l-ang-180-tb.png,tow-l-ang-180-mm.png
Tower L,180,tow-l-ang-180.jpg,L-0701,59 62,,2BHK-type 1-1,tow-l-ang-180-tb.png,tow-l-ang-180-mm.png
Tower L,180,tow-l-ang-180.jpg,L-0801,59 58,,2BHK-type 1-1,tow-l-ang-180-tb.png,tow-l-ang-180-mm.png
Tower L,180,tow-l-ang-180.jpg,L-0901,58 54,,2BHK-type 1-1,tow-l-ang-180-tb.png,tow-l-ang-180-mm.png
Tower L,180,tow-l-ang-180.jpg,L-1001,58 51,,2BHK-type 1-1,tow-l-ang-180-tb.png,tow-l-ang-180-mm.png
Tower L,180,tow-l-ang-180.jpg,L-1101,58 47,,2BHK-type 1-1,tow-l-ang-180-tb.png,tow-l-ang-180-mm.png
Tower L,180,tow-l-ang-180.jpg,L-1201,58 43,,2BHK-type 1-1,tow-l-ang-180-tb.png,tow-l-ang-180-mm.png
Tower L,180,tow-l-ang-180.jpg,L-1301,58 39,,2BHK-type 1-1,tow-l-ang-180-tb.png,tow-l-ang-180-mm.png
Tower L,180,tow-l-ang-180.jpg,L-1401,58 35,,2BHK-type 1-1,tow-l-ang-180-tb.png,tow-l-ang-180-mm.png
Tower L,180,tow-l-ang-180.jpg,L-1501,58 30,,2BHK-type 1-1,tow-l-ang-180-tb.png,tow-l-ang-180-mm.png
Tower L,180,tow-l-ang-180.jpg,L-1601,58 26,,2BHK-type 1-1,tow-l-ang-180-tb.png,tow-l-ang-180-mm.png
Tower L,180,tow-l-ang-180.jpg,L-1701,58 22,,2BHK-type 1-1,tow-l-ang-180-tb.png,tow-l-ang-180-mm.png
Tower L,180,tow-l-ang-180.jpg,L-0004,66 91,,2BHK-type 1-1,tow-l-ang-180-tb.png,tow-l-ang-180-mm.png
Tower L,180,tow-l-ang-180.jpg,L-0104,66 87,,2BHK-type 1-1,tow-l-ang-180-tb.png,tow-l-ang-180-mm.png
Tower L,180,tow-l-ang-180.jpg,L-0204,66 83,,2BHK-type 1-1,tow-l-ang-180-tb.png,tow-l-ang-180-mm.png
Tower L,180,tow-l-ang-180.jpg,L-0304,66 80,,2BHK-type 1-1,tow-l-ang-180-tb.png,tow-l-ang-180-mm.png
Tower L,180,tow-l-ang-180.jpg,L-0404,66 77,,2BHK-type 1-1,tow-l-ang-180-tb.png,tow-l-ang-180-mm.png
Tower L,180,tow-l-ang-180.jpg,L-0504,66 73 ,,2BHK-type 1-1,tow-l-ang-180-tb.png,tow-l-ang-180-mm.png
Tower L,180,tow-l-ang-180.jpg,L-0604,66 69,,2BHK-type 1-1,tow-l-ang-180-tb.png,tow-l-ang-180-mm.png
Tower L,180,tow-l-ang-180.jpg,L-0704,66 65,,2BHK-type 1-1,tow-l-ang-180-tb.png,tow-l-ang-180-mm.png
Tower L,180,tow-l-ang-180.jpg,L-0804,66 62,,2BHK-type 1-1,tow-l-ang-180-tb.png,tow-l-ang-180-mm.png
Tower L,180,tow-l-ang-180.jpg,L-0904,66 58,,2BHK-type 1-1,tow-l-ang-180-tb.png,tow-l-ang-180-mm.png
Tower L,180,tow-l-ang-180.jpg,L-1004,66 54,,2BHK-type 1-1,tow-l-ang-180-tb.png,tow-l-ang-180-mm.png
Tower L,180,tow-l-ang-180.jpg,L-1304,66 41,,2BHK-type 1-1,tow-l-ang-180-tb.png,tow-l-ang-180-mm.png
Tower L,180,tow-l-ang-180.jpg,L-1404,66 37,,2BHK-type 1-1,tow-l-ang-180-tb.png,tow-l-ang-180-mm.png
Tower L,180,tow-l-ang-180.jpg,L-1504,66 32,,2BHK-type 1-1,tow-l-ang-180-tb.png,tow-l-ang-180-mm.png
Tower L,180,tow-l-ang-180.jpg,L-1604,66 28,,2BHK-type 1-1,tow-l-ang-180-tb.png,tow-l-ang-180-mm.png
Tower L,180,tow-l-ang-180.jpg,L-1704,66 24,,2BHK-type 1-1,tow-l-ang-180-tb.png,tow-l-ang-180-mm.png
